post_id,text,post_text,shared_text,time,image,video,video_thumbnail,video_id,likes,comments,shares,post_url,link,user_id,images
3043378619016256,Çocuklarımız için katkıda bulunmak isterseniz profilimizdeki alışveriş yap butonuna tıklayarak dilediğiniz miktarda mama alabilirsiniz. Bizde besleme yapabiliriz 🐾,Çocuklarımız için katkıda bulunmak isterseniz profilimizdeki alışveriş yap butonuna tıklayarak dilediğiniz miktarda mama alabilirsiniz. Bizde besleme yapabiliriz 🐾,,2020-04-02 08:49:56,,,,,3,0,0,,,1534480179906115,[]
3602489276438518,"BU KIŞ DOSTLARIMIZ ÜŞÜMEYECEK⛺️Geri dönüşüm mıntıkasında yaşayan minik dostlarımız için el ele verdik ve hep birlikte ilk kısmı tamamlayıp kulübe yaptık. Elimizden tutan ve bizi yalnız bırakmayan tüm hayvansever dostlarımıza ve kulübeleri yapabilmemiz için palet, branda, çivi gibi malzemeleri bağışlayan sponsorlarımıza ayrıca Berk gıda işletme müdürü Nihat beye, Uğur kereste A.Ş Samet beye, Tuana Atölye Zeynep hanıma desteklerinden dolayı sonsuz teşekkür ediyoruz 🐕⛺️🙏🏼","BU KIŞ DOSTLARIMIZ ÜŞÜMEYECEK⛺️Geri dönüşüm mıntıkasında yaşayan minik dostlarımız için el ele verdik ve hep birlikte ilk kısmı tamamlayıp kulübe yaptık. Elimizden tutan ve bizi yalnız bırakmayan tüm hayvansever dostlarımıza ve kulübeleri yapabilmemiz için palet, branda, çivi gibi malzemeleri bağışlayan sponsorlarımıza ayrıca Berk gıda işletme müdürü Nihat beye, Uğur kereste A.Ş Samet beye, Tuana Atölye Zeynep hanıma desteklerinden dolayı sonsuz teşekkür ediyoruz 🐕⛺️🙏🏼",,2020-10-18 20:19:12,,,,,3,0,0,https://facebook.com/story.php?story_fbid=3602489276438518&id=1534480179906115,,1534480179906115,[]
3593249687362477,KAYIP ‼️ İsmi pekmez. İstiklal mahallesi (eski ismi Esentepe) civarlarında kayboldu. Buluna ödül verilecektir. Gören bilen lütfen iletişime geçsin. İletişim ☎️ 05070922678 ☎️ 05522665258,KAYIP ‼️ İsmi pekmez. İstiklal mahallesi (eski ismi Esentepe) civarlarında kayboldu. Buluna ödül verilecektir. Gören bilen lütfen iletişime geçsin. İletişim ☎️ 05070922678 ☎️ 05522665258,,2020-10-15 10:54:40,,,,,0,0,0,https://facebook.com/story.php?story_fbid=3593249687362477&id=1534480179906115,,1534480179906115,[]
3548483121839134,"Son paket mamamızı açtık 😔
Lütfen 1kg bile olsa desteklerinizi esirgemeyin.
Mama yardımı için profilimizdeki linkten destekte bulunabilirsiniz @patifood 💜🙏🏼","Son paket mamamızı açtık 😔
Lütfen 1kg bile olsa desteklerinizi esirgemeyin.
Mama yardımı için profilimizdeki linkten destekte bulunabilirsiniz @patifood 💜🙏🏼",,2020-09-30 18:56:47,,,,,0,0,0,https://facebook.com/story.php?story_fbid=3548483121839134&id=1534480179906115,,1534480179906115,[]
3548215888532524,"4 Ekim’e günler kaldı. Bir gün değil hergün diyerek çıktığımız bu yolda sokaktaki dostlarımıza arkadaşlarınızın, aile bireyinizin, sevdiklerinizin adına mama almak ister misiniz ? 🎁
→Bunun için profilimizdeki linkten mama alarak sipariş ekran görüntüsünü sayfamıza atmanız yeterlidir🌺
Sertifikalar tarafınıza tercihe göre dm veya e-mail ile gönderilecektir.
📩Detaylı bilgi için @sivashaysev","4 Ekim’e günler kaldı. Bir gün değil hergün diyerek çıktığımız bu yolda sokaktaki dostlarımıza arkadaşlarınızın, aile bireyinizin, sevdiklerinizin adına mama almak ister misiniz ? 🎁
→Bunun için profilimizdeki linkten mama alarak sipariş ekran görüntüsünü sayfamıza atmanız yeterlidir🌺
Sertifikalar tarafınıza tercihe göre dm veya e-mail ile gönderilecektir.
📩Detaylı bilgi için @sivashaysev",,2020-09-30 17:03:07,,,,,0,0,0,https://facebook.com/story.php?story_fbid=3548215888532524&id=1534480179906115,,1534480179906115,[]
3542342849119828,Bugünde doyduk 🥰🙏🏼✨ #1kapsu1kapmama,Bugünde doyduk 🥰🙏🏼✨ #1kapsu1kapmama,,2020-09-28 18:55:55,,,,,5,0,0,https://facebook.com/story.php?story_fbid=3542342849119828&id=1534480179906115,,1534480179906115,[]
3541769499177163,Arka ayağı aksayan yavrumuzu bulan kişi bugün fakülteye götürdü. Destekleriniz sayesinde muayenesini ve tedavisini oldu. Kırık varmış ve 3 hafta bandajlı kalması gerekiyor. Kan tahlilide yapıldı. İç parazit olduğu için hapınıda yutturdular. Şimdi dinleniyor ve maddi manevi yardım eden herkese çok teşekkür ediyor🐶❤️ Bu süre zarfında yuva arayışımız devam ediyor eğer dostumuzu sahiplenmeki isterseniz lütfen mesaj atın 🙏🏼,Arka ayağı aksayan yavrumuzu bulan kişi bugün fakülteye götürdü. Destekleriniz sayesinde muayenesini ve tedavisini oldu. Kırık varmış ve 3 hafta bandajlı kalması gerekiyor. Kan tahlilide yapıldı. İç parazit olduğu için hapınıda yutturdular. Şimdi dinleniyor ve maddi manevi yardım eden herkese çok teşekkür ediyor🐶❤️ Bu süre zarfında yuva arayışımız devam ediyor eğer dostumuzu sahiplenmeki isterseniz lütfen mesaj atın 🙏🏼,,2020-09-28 15:06:02,,,,,1,0,0,https://facebook.com/story.php?story_fbid=3541769499177163&id=1534480179906115,,1534480179906115,[]
3538960699458043,KAYIP ‼️ Akevler villa kent civarında kaybolmuş. Dişi kulağında kesiği var. Dün kısırlaştırılmış ve karnında dikişi var. Gören bilen lütfen iletişime geçsin. İletişim ➡️ @vetiremyldrm,KAYIP ‼️ Akevler villa kent civarında kaybolmuş. Dişi kulağında kesiği var. Dün kısırlaştırılmış ve karnında dikişi var. Gören bilen lütfen iletişime geçsin. İletişim ➡️ @vetiremyldrm,,2020-09-27 16:33:05,,,,,0,0,0,https://facebook.com/story.php?story_fbid=3538960699458043&id=1534480179906115,,1534480179906115,[]
3538903439463769,♡🧿 #iyiinsanlariyikivarlar #satinalmasahiplen,♡🧿 #iyiinsanlariyikivarlar #satinalmasahiplen,,2020-09-27 16:12:22,,,,,2,0,0,https://facebook.com/story.php?story_fbid=3538903439463769&id=1534480179906115,,1534480179906115,[]
3538608286159951,"Hergün yolumuzu gözleyen onlarca çocuğumuz var besleme yapabilmemiz için kedi mamasına ihtiyacımız var 🙏🏼Destek olmak isterseniz profilimizdeki linkten bizlere dilediğiniz miktarda kuru veya konserve mama alabilirsiniz. Bizde besleme yapabiliriz 🌸🐾
🔸Not : Kuru mamalar 15kg olduğu zaman, konservelerde 24 adet olduğu zaman kargolanıp bize ulaşıyor 🍀 @patifood","Hergün yolumuzu gözleyen onlarca çocuğumuz var besleme yapabilmemiz için kedi mamasına ihtiyacımız var 🙏🏼Destek olmak isterseniz profilimizdeki linkten bizlere dilediğiniz miktarda kuru veya konserve mama alabilirsiniz. Bizde besleme yapabiliriz 🌸🐾
🔸Not : Kuru mamalar 15kg olduğu zaman, konservelerde 24 adet olduğu zaman kargolanıp bize ulaşıyor 🍀 @patifood",,2020-09-27 14:20:05,,,,,2,0,0,https://facebook.com/story.php?story_fbid=3538608286159951&id=1534480179906115,,1534480179906115,[]
